Symbol,Description,Price,Price - Currency,Volume 1 day,Relative volume 1 day,Price,Price - Currency,Price to earnings ratio,Sector,Industry,Average volume 30 days,Market capitalization,Market capitalization - Currency,Free float %,Total common shares outstanding,Price to sales ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY",Average daily range %,"Earnings per share reported, Quarterly","Earnings per share reported, Quarterly - Currency","Earnings per share estimate, Quarterly","Earnings per share estimate, Quarterly - Currency",CUSIP
CADL,"Candel Therapeutics, Inc.",8.35,USD,2527102,1.4565546087083925,8.35,USD,,Health technology,Biotechnology,1754539.0666666667,611611887.2593068,USD,80.3552,73246900,,-0.701,USD,60.03648594720941,6.306244653550023,-0.54,USD,-0.295842,USD,137404109
CAG,"ConAgra Brands, Inc.",14.13,USD,10280096,0.7458453645120484,14.13,USD,,Consumer non-durables,Food: major diversified,14910749.233333332,6760316969.843315,USD,99.3413,478437000,0.6162009784193259,-0.0921,USD,-113.47673397717296,2.671671216257428,0.39,USD,0.459708,USD,205887102
CAI,"Caris Life Sciences, Inc.",16.15,USD,8866148,4.748549844614254,16.15,USD,,Health technology,Biotechnology,2173493.533333333,4563665339.415322,USD,42.4768,282579930,6.178866910307722,-1.4655,USD,-10.989094213874584,6.627598407784088,0,USD,0.021962,USD,142152107
CAPR,"Capricor Therapeutics, Inc.",30.38,USD,3706726,4.027853902515036,30.38,USD,,Health technology,Pharmaceuticals: major,1068850.5,1757182262.1679432,USD,90.4723,57840100,,-2.2564,USD,-88.47310390912129,6.7860434496378685,-0.62,USD,-0.53125,USD,14070B309
CAR,"Avis Budget Group, Inc.",145.75,USD,1044607,0.32533607636171435,145.75,USD,,Finance,Finance/Rental/Leasing,4788131.233333333,5148616556.086915,USD,98.4122,35325000,0.4627568073519398,-19.0129,USD,69.79240810412325,51.7217887772605,-6.310283,USD,2.118363,USD,053774105
CARG,"CarGurus, Inc.",34.745,USD,1907450,1.4926556287856343,34.745,USD,22.78360655737705,Technology services,Internet software/Services,1044795.2666666667,3133542227.9896493,USD,95.11030000000001,75970600,3.790424200848549,1.525,USD,327.8900112233445,3.4773759842114957,0.58,USD,0.605687,USD,141788109
CARR,Carrier Global Corporation,66.83,USD,4981522,0.6418993529196022,66.83,USD,43.90644504303265,Producer manufacturing,Industrial machinery,6862706.266666667,55507692102.82743,USD,93.83709999999999,830580000,2.5904442615454912,1.5221,USD,-65.07102370516557,3.4132340052585355,0.57,USD,0.814375,USD,14448C104
CART,Maplebear Inc.,40.35,USD,6067529,1.3338364699462744,40.35,USD,22.632936953107475,Transportation,Air freight/Couriers,3937423.4,9551256581.683338,USD,89.9698,236710190,2.4933100491718436,1.7828,USD,17.096880131362887,5.127456186935601,0.57,USD,0.535233,USD,565394103
CAT,"Caterpillar, Inc.",897.45,USD,2026238,0.7373113290553437,897.45,USD,44.64792095758336,Producer manufacturing,Trucks/Construction/Farm machinery,2370543.066666667,413398698249.3198,USD,99.781,460637000,5.896578361953227,20.1006,USD,-2.04958774340682,2.6828132088536227,5.54,USD,6.039104,USD,149123101
CATX,"Perspective Therapeutics, Inc.",3.76,USD,794716,0.4246858099012703,3.76,USD,,Health technology,Medical specialties,1339434.4000000039,428706771.3333333,USD,81.2353,114018000,302.73389592760213,-1.3945,USD,-15.611009782788937,8.646276595744562,-0.51,USD,-0.293546,USD,46489V302
CAVA,"CAVA Group, Inc.",79.4,USD,4019249,1.6497048467246604,79.4,USD,147.39186931501766,Consumer services,Restaurants,2607323.8333333335,9243143425.445723,USD,85.62870000000001,116412384,8.450694824967108,0.5387,USD,-51.04507451835697,5.054228139618559,0.04,USD,0.173208,USD,148929102
CBRL,"Cracker Barrel Old Country Store, Inc.",31.49,USD,1027684,1.0801098309181918,31.49,USD,,Consumer services,Restaurants,1007517.9,703833696.6295345,USD,98.11159999999998,22351000,0.20816803623807303,-0.1882,USD,-111.74561567746363,4.495531461234823,0.25,USD,-0.458175,USD,22410J106
CC,Chemours Company (The),23.04,USD,2881459,0.7829107457095256,23.04,USD,,Process industries,Chemicals: specialty,2841164.6333333333,3464702202.859438,USD,99.06769999999999,150378000,0.5804312309860842,-2.7358,USD,-1429.3488824101066,5.786520337301612,0.05,USD,0.562359,USD,163851108
CCC,CCC Intelligent Solutions Holdings Inc.,5.13,USD,8868136,0.5118615279035462,5.13,USD,93.95604395604396,Technology services,Packaged software,11705027.9,3011005052.5163145,USD,94.11289999999998,586941000,2.910241219589399,0.0546,USD,284.50704225352115,6.028961292119132,0.11,USD,0.096273,USD,12510Q100
CCCC,"C4 Therapeutics, Inc.",2.95,USD,1341133,0.5686532108081394,2.95,USD,,Health technology,Biotechnology,2838495.1666666665,287855605.8557047,USD,84.0371,97578200,9.681398500013906,-1.3568,USD,10.489510489510492,8.051815980629625,-0.18,USD,-0.250629,USD,12529R107
CCEP,Coca-Cola Europacific Partners plc,94.57,USD,1960196,1.2428035554829673,94.57,USD,19.62236746550472,Consumer non-durables,Beverages: non-alcoholic,1745175.8666666667,42376280771.9169,USD,45.1665,448094000,1.7950625040377493,4.8195,USD,44.86894312853191,2.0075831961208332,2.4547258999999997,USD,2.50065027594,USD,
CCK,"Crown Holdings, Inc.",101.19,USD,930611,0.6820683092205808,101.19,USD,16.109722509671563,Process industries,Containers/Packaging,1155911.3333333333,11307640086.613413,USD,99.04499999999999,111747000,0.8912715517241396,6.2813,USD,34.9743215076176,2.408114861717141,1.86,USD,2.157854,USD,228368106
CCL,Carnival Corporation Ltd.,26.38,USD,29272211,0.9218261534189449,26.38,USD,11.728614618531033,Consumer services,Hotels/Resorts/Cruise lines,28949208.4,36490872429.45111,USD,,1239000000,1.3932384341637,2.2492,USD,49.77691949124326,3.8340734322539234,0.2,USD,0.32596,USD,G2004J103
CCOI,"Cogent Communications Holdings, Inc.",16.65,USD,1184460,0.5824488491095755,16.65,USD,,Communications,Major telecommunications,1295988.9666666666,833793080.6249999,USD,95.209,50077700,0.8055387373708689,-3.56,USD,11.312623003911211,9.07550407550477,-0.83,USD,-0.951029,USD,19239V302
CDE,"Coeur Mining, Inc.",18.56,USD,18315805,0.914466153305652,18.56,USD,15.34264693725717,Non-energy minerals,Precious metals,21379677.933333334,19200520264.65342,USD,99.36840000000001,1034510000,4.935690936593576,1.2097,USD,326.7019400352734,4.695197044334949,0.36,USD,0.382857,USD,192108504
CDNS,"Cadence Design Systems, Inc.",362.7,USD,2286868,0.8024459768643611,362.7,USD,84.67374810318664,Technology services,Packaged software,2411010,100038464942.87054,USD,99.55259999999998,275816000,17.670336574471737,4.2835,USD,8.486982068686055,3.1720705817480868,1.96,USD,2.052254,USD,127387108
CDW,CDW Corporation,104.79,USD,2685422,1.2069036805811355,104.79,USD,12.757331904895242,Technology services,Information technology services,1774682.9333333333,13387284295.557714,USD,99.54180000000001,127753000,0.6230528098913782,8.2141,USD,1.7995017908265176,5.344846154894832,2.28,USD,2.780051,USD,12514G108
CE,Celanese Corporation,57.17,USD,2927718,1.3477114111745703,57.17,USD,,Process industries,Chemicals: specialty,2375326.9,6269407382.4318495,USD,99.46549999999999,109663000,0.6766509170670038,-9.9986,USD,34.277676259087386,4.78527699342809,0.85,USD,2.196875,USD,150870103
CEG,Constellation Energy Corporation,303.63,USD,2926785,1.0930127305564536,303.63,USD,41.03551735322737,Utilities,Electric utilities,2825874.7666666666,110003532569.19843,USD,93.5817,362294680,3.629107162811488,7.3992,USD,-37.757514069163925,4.256334072014342,2.3,USD,2.544859,USD,21037T109
CELH,"Celsius Holdings, Inc.",32.29,USD,13580095,1.5247422619759248,32.29,USD,76.69833729216153,Consumer non-durables,Beverages: non-alcoholic,7716860.199999999,8295174264.106247,USD,73.59039999999999,256896000.00000003,2.997874640235434,0.421,USD,34.033747214262974,5.123213732690281,0.41,USD,0.438341,USD,15118V207
CENX,Century Aluminum Company,58.91,USD,2514617,2.1697273397860988,58.91,USD,17.613993123037822,Non-energy minerals,Aluminum,1759722.3666666667,5830561155.193958,USD,68.59190000000001,98974000,2.4916121421830786,3.3445,USD,194.90344766775414,4.6940369086015385,1.63,USD,2.356667,USD,156431108
CERS,Cerus Corporation,2.61,USD,2201379,0.5208374712988347,2.61,USD,,Health technology,Medical specialties,2172288.1333333333,522962997.99999994,USD,94.36060000000002,200369000,2.3398703331717208,-0.0497,USD,51.22669283611384,6.964969896004376,-0.01,USD,-0.013333,USD,157085101
CF,"CF Industries Holdings, Inc.",115.02,USD,3064199,0.9635407470609731,115.02,USD,10.338783471609243,Process industries,Chemicals: agricultural,3932479.4000000157,17668962953.804348,USD,99.4591,153616000,2.475504252733902,11.1251,USD,46.73428473449576,4.152501428322805,4.096505,USD,5.180656,USD,125269100
CFG,"Citizens Financial Group, Inc.",63.73,USD,3212282,0.8425268982343871,63.73,USD,15.092239562365311,Finance,Major banks,4550872.4,26950265751.58829,USD,99.04950000000001,422882000,3.2722349688443715,4.2227,USD,34.463762578015526,2.197888413171552,1.13,USD,1.234837,USD,174610105
CGNX,Cognex Corporation,65.66,USD,4252901,1.352604069928682,65.66,USD,77.69494734350964,Electronic technology,Electronic equipment/Instruments,2192563.566666667,10966129413.909283,USD,99.62650000000001,167014000,10.604154839695829,0.8451,USD,23.58876864580287,4.095615617248929,0.34,USD,0.384832,USD,192422103
CGON,"CG Oncology, Inc.",69.62,USD,1140310,1.6960807091140746,69.62,USD,,Health technology,Biotechnology,1043241.2666666667,5878378897.729979,USD,66.33120000000001,84435200,1371.5935170937362,-2.0823,USD,-80.12975778546715,3.8802376164484444,-0.71,USD,-0.62007,USD,156944100
CGTX,"Cognition Therapeutics, Inc.",1.21,USD,690149,0.8502146636525467,1.21,USD,,Health technology,Biotechnology,1471878.9,108118064.62068965,USD,91.50699999999999,89353775,,-0.2578,USD,64.56844420010995,8.235537190082665,-0.05,USD,-0.065,USD,19243B102
CHDN,"Churchill Downs, Incorporated",88.13,USD,791714,0.6663416236144535,88.13,USD,16.339130112351217,Consumer services,Movies/Entertainment,1022050.6666666666,6142388311.794261,USD,93.93780000000001,69696900,2.1109527203611305,5.3938,USD,-3.9907440370238625,4.159415473894812,1.21,USD,3.459234,USD,171484108
CHGG,"Chegg, Inc.",1.16,USD,4217365,1.9765594803631026,1.16,USD,,Commercial services,Miscellaneous commercial services,1860472.8,129872100.15624997,USD,90.9898,111959000,0.44861012036400943,-0.7926,USD,90.43585288155226,10.065886699507423,0.03,USD,-0.05,USD,163092109
CHKP,Check Point Software Technologies Ltd.,114.93,USD,2014797,0.7517935440808652,114.93,USD,11.814836136354291,Technology services,Internet software/Services,1678799.5666666667,11979474958.088785,USD,76.6063,104233000,4.448808417991552,9.7276,USD,28.45277238574392,4.255267181265472,2.5,USD,2.449653,USD,
CHWY,"Chewy, Inc.",22.97,USD,13906177,2.000925484604214,22.97,USD,43.91969407265774,Retail trade,Internet retail,7533902.5,9571069789.444023,USD,98.62310000000001,240199000,0.7966073086537314,0.523,USD,-41.843656177026574,5.329249331425732,0.09,USD,0.24046,USD,16679L109
CHYM,"Chime Financial, Inc.",18.425,USD,7566661,1.2932711031322492,18.425,USD,,Finance,Regional banks,4478082.5,7037766907.388217,USD,46.8673,349836060,3.377258288666598,-2.6244,USD,-2198.073555166375,5.960457452994568,0.13,USD,-0.006322,USD,16935C109
CIEN,Ciena Corporation,548.11,USD,1498364,0.7115411190326152,548.11,USD,348.0726487584937,Electronic technology,Telecommunications equipment,2475782.966666667,77501890619.92775,USD,98.46789999999999,141398000,15.329086482046582,1.5747,USD,191.7191552426825,5.749621426356045,1.35,USD,1.458244,USD,171779309
CIFR,Cipher Digital Inc.,20.55,USD,24372689,0.8749892666781247,20.55,USD,,Technology services,Data processing services,26328375.966666665,8405960726.192893,USD,81.3322,409049000,39.93760508135507,-2.2256,USD,-502.3274695534506,8.187799791449429,-0.28,USD,-0.238861,USD,17253J106
CLBT,Cellebrite DI Ltd.,13.62,USD,1574982,0.8239696612472909,13.62,USD,43.73795761078998,Technology services,Packaged software,1976055.7666666666,3397370442.881969,USD,49.4112,249440000,7.301688000378402,0.3114,USD,,3.6066881686594625,0.08,USD,0.053773,USD,
CLDX,"Celldex Therapeutics, Inc.",33.97,USD,794141,1.2199365530560513,33.97,USD,,Health technology,Biotechnology,1033759.9,2665391367.327431,USD,97.14260000000002,78463100,2561.176812933019,-4.267,USD,-58.130744144678346,4.031982000925187,-1.18,USD,-1.085432,USD,15117B202
CLF,Cleveland-Cliffs Inc.,11.02,USD,10745362,0.5241302587949984,11.02,USD,,Non-energy minerals,Steel,17105075.033333335,6285969469.385915,USD,98.95660000000002,570415000,0.3210376011423134,-2.3386,USD,3.8760327181552903,5.0703266787659595,-0.4,USD,-0.196667,USD,185899101
CLMT,"Calumet, Inc",32.08,USD,2196578,2.155990191059196,32.08,USD,,Energy minerals,Oil refining/Marketing,1282696.0666666667,2783792027.5596647,USD,77.7723,86776500,0.7270733542336422,-0.4011,USD,84.761796216093,4.78184004275031,-3.64,USD,0.071748,USD,131428104
CLNE,Clean Energy Fuels Corp.,2.21,USD,2302702,2.080767730064831,2.21,USD,,Utilities,Gas distributors,1368144.7,484942396.1515151,USD,63.559200000000004,219431000,1.1877690174865985,-0.9999,USD,-168.86259747243884,5.37459599224311,-0.01,USD,-0.010231,USD,184499101
CLOV,"Clover Health Investments, Corp.",3.12,USD,10341983,1.916915816396085,3.12,USD,,Finance,Life/Health insurance,5737538.233333333,1636961945.0212767,USD,92.25450000000001,428951000,0.6806684976243637,-0.1123,USD,-120.19607843137257,5.244276556776542,0.073301,USD,0.03864,USD,18914F103
CLSK,"CleanSpark, Inc.",14.2,USD,15789589,0.7697214771014964,14.2,USD,,Technology services,Data processing services,19973434.233333334,3631691048.9699564,USD,96.2935,255753000,5.011563838240005,-1.071,USD,-815.4308617234468,5.545774647887321,-1.35,USD,-0.562682,USD,18452B209
CLX,Clorox Company (The),92.16,USD,3286934,0.6756427203554212,92.16,USD,14.969544383984406,Consumer non-durables,Household/Personal care,3166626.3666666667,11144111558.468786,USD,99.3657,120921000,1.659437954142012,6.1565,USD,10.55542586240955,2.895197792658868,1.64,USD,1.684506,USD,189054109
CMCSA,Comcast Corporation,25.4,USD,36571542,1.0628225502824937,25.4,USD,4.995083579154375,Consumer services,Cable/Satellite TV,29424484.666666668,90734604497.24847,USD,99.2352,3562780000,0.7575957470585419,5.085,USD,24.843485306032253,3.8248875140606433,0.79,USD,0.976396,USD,20030N101
CME,CME Group Inc.,281.25,USD,2267593,1.0885760703204261,281.25,USD,24.003584535290603,Finance,Investment banks/Brokers,2256022.7,101913574893.56369,USD,99.5695,362356000,15.41581066524622,11.717,USD,17.79430984216348,2.0298387301588363,3.36,USD,2.97957,USD,12572Q105
CMG,"Chipotle Mexican Grill, Inc.",32.49,USD,12920142,0.6257780243664822,32.49,USD,29.763649688530602,Consumer services,Restaurants,15891449.566666666,41676028519.3688,USD,99.257,1282730000,3.5681944056105364,1.0916,USD,-4.085756963359985,3.531086488150242,0.24,USD,0.319192,USD,169656105
CMPS,COMPASS Pathways Plc - American Depository Shares,9.91,USD,3515500,0.8537948405922167,9.91,USD,,Health technology,Biotechnology,4547784.866666666,902245554,USD,97.3229,96085785,,-3.0542,USD,-32.72205805666607,7.385469223006987,-1,USD,-0.439167,USD,20451W101
CMPX,"Compass Therapeutics, Inc.",1.83,USD,6436136,0.2203120365834578,1.83,USD,,Health technology,Pharmaceuticals: major,11758684.266666668,329560885.30939233,USD,67.10629999999999,180088000,,-0.4115,USD,-2.720918622066891,15.64558938329434,-0.1,USD,-0.108667,USD,20454B104
CNH,CNH Industrial N.V.,10.96,USD,18657828,1.0731439775626292,10.96,USD,35.53826199740597,Producer manufacturing,Trucks/Construction/Farm machinery,16814096.89999999,13589857007.830261,USD,70.1471,1239950000,0.7453136572154986,0.3084,USD,-62.879152623976886,3.476929092805288,0.01,USD,0.107298,USD,
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,12.48,USD,1117944,1.299941988055051,12.48,USD,,Finance,Investment managers,1221798.9333333333,938944879.5610974,USD,88.4669,75236000,0.49012114818938424,-3.8369,USD,-1.6747489201579389,4.772035256410223,-0.164421,USD,0.0475,USD,20451Q104
COF,Capital One Financial Corporation,189.48,USD,4644991,1.1180165649698857,189.48,USD,66.75121538786725,Finance,Major banks,4293673.166666667,117297774495.46622,USD,99.13189999999999,619051000,2.050880681915239,2.8386,USD,-76.16424552859182,2.420722880665783,4.42,USD,4.804829,USD,14040H105
COHR,Coherent Corp.,335.26,USD,7879846,1.123930572710016,335.26,USD,160.0591998472262,Electronic technology,Semiconductors,6198628.333333333,65590041608.059715,USD,94.3605,195639000,9.493778707758555,2.0946,USD,,6.88146513153974,1.41,USD,1.609563,USD,19247G107
COHU,"Cohu, Inc.",49.54,USD,735775,0.36692384789826477,49.54,USD,,Electronic technology,Semiconductors,1229943.2666666666,2337066636.5829825,USD,96.72099999999999,47175300,4.636343402357878,-1.1864,USD,35.48667754214247,5.086409250821855,0.01,USD,0.137143,USD,192576106
COIN,"Coinbase Global, Inc.",201.16,USD,12738247,1.491970075956764,201.16,USD,75.6439664573384,Finance,Investment banks/Brokers,9961881.033333333,53121327000,USD,96.1433,223041000,7.716246940519429,2.6593,USD,-50.16491136014392,4.954322074823443,-1.49,USD,0.169044,USD,19260Q107
COLB,"Columbia Banking System, Inc.",30.04,USD,3398838,1.4045955813755222,30.04,USD,11.987230646448523,Finance,Regional banks,2633175.6666666665,8696291067.231394,USD,99.20840000000001,289490000,3.473843590650166,2.506,USD,5.841111627317635,2.433659882062085,0.72,USD,0.730904,USD,197236102
COP,ConocoPhillips,113.87,USD,7996459,0.8124585170565137,113.87,USD,19.361694892198873,Energy minerals,Oil & gas production,9136998.899999999,138727128235.6561,USD,99.89289999999998,1218290000,2.4322203463652374,5.8812,USD,-25.34653465346535,2.5315836354740995,1.89,USD,2.790855,USD,20825C104
CORZ,"Core Scientific, Inc.",22.92,USD,14758678,0.7585507480031727,22.92,USD,,Technology services,Data processing services,15252950.866666667,7285930918.143114,USD,94.6697,317885280,20.35386668470821,-1.1469,USD,77.29495377427594,5.169564946397444,-1.06,USD,-0.02504,USD,21874A106
COTY,Coty Inc.,2.47,USD,5926174,0.6264917129451895,2.47,USD,,Consumer non-durables,Household/Personal care,8619613.666666666,2174752084.076,USD,42.4799,880466000,0.3799354036408857,-0.6212,USD,-32.11399404508719,5.335454019663903,0.019936,USD,-0.010272,USD,222070203
COUR,"Coursera, Inc.",5.78,USD,6623230,1.0046598946173702,5.78,USD,,Technology services,Internet software/Services,5372008.433333334,978554014.7496014,USD,79.20769999999999,169300000,1.3667773614162042,-0.3821,USD,8.610380291796229,6.445007414731249,0.07,USD,0.085355,USD,22266M104
CPB,The Campbell's Company,20.84,USD,6419958,0.9329679369084006,20.84,USD,11.329165534112532,Consumer non-durables,Food: specialty/candy,8011072.1,6213373369.903059,USD,64.4464,298146000,0.6330327787187406,1.8395,USD,5.955878117619949,2.9054702495203375,0.51,USD,0.486186,USD,134429109
CPNG,"Coupang, Inc.",16.98,USD,24177444,0.9501585313363108,16.98,USD,,Retail trade,Internet retail,21286472.866666667,31046038410.250877,USD,77.30210000000001,1670390000,0.894577284372329,-0.0918,USD,-166.3774403470716,4.381204778731391,-0.15,USD,-0.047134,USD,22266T109
CPRI,Capri Holdings Limited,18.53,USD,2197170,0.8158846730599796,18.53,USD,,Retail trade,Apparel/Footwear retail,2580637.533333333,2208069426.0165863,USD,97.385,119162000,0.6070634318068673,-4.6397,USD,45.79979673609569,3.906021124045853,0.81,USD,0.116101,USD,G1890L107
CPRX,"Catalyst Pharmaceuticals, Inc.",31.15,USD,4400681,1.1653579867975838,31.15,USD,18.49432998871935,Health technology,Pharmaceuticals: major,2246270.8,3811079459.249158,USD,89.77810000000001,122346000,6.742435249656615,1.6843,USD,28.70023687628944,4.159596422838846,0.41,USD,0.475,USD,14888U101
CRBU,"Caribou Biosciences, Inc.",1.94,USD,891597,0.6611177376350323,1.94,USD,,Health technology,Biotechnology,1375793.7,188085390.94680852,USD,89.0188,96951200,16.086764802285053,-1.4187,USD,12.506938020351518,5.997422680412357,-0.26,USD,-0.338333,USD,142038108
CRCL,"Circle Internet Group, Inc.",113.67,USD,16407825,1.1205799426385072,113.67,USD,,Technology services,Packaged software,13074955.933333334,28100407197.805035,USD,79.2444,228495770,9.988863401200476,-0.5429,USD,-327.63102725366883,6.440259397504078,0.43,USD,0.194253,USD,172573107
CRDO,Credo Technology Group Holding Ltd,188.505,USD,4791782,0.8761551873809482,188.505,USD,104.54495036326327,Technology services,Information technology services,6730711.566666666,34769733929.8076,USD,89.81,184449940,33.849568754224606,1.8031,USD,13061.313868613139,6.830701724471157,1.07,USD,1.024714,USD,G25457105
CRGY,Crescent Energy Company,12.4,USD,5193020,0.7174501623775641,12.4,USD,,Energy minerals,Integrated oil,7518257.566666666,4095119917.7491965,USD,84.4134,330251620,1.0711544452986634,-0.744,USD,-67.37907761529809,3.106566820276525,0.53,USD,0.596766,USD,44952J104
CRK,"Comstock Resources, Inc.",14.1,USD,3900436,1.5864027133401961,14.1,USD,6.664145949522639,Energy minerals,Oil & gas production,2296252.033333333,4141111274.452702,USD,20.116300000000003,293696000,2.1526771587102576,2.1158,USD,,5.2224924012159235,0.15,USD,0.072662,USD,205768302
CRM,"Salesforce, Inc.",181.82,USD,15101570,1.391915119037939,181.82,USD,23.2851800624968,Technology services,Packaged software,13044393.533333333,148738533897.34186,USD,97.18549999999999,818054000,4.218172185430466,7.8084,USD,22.754283917623017,3.2555195876612446,3.81,USD,3.123717,USD,79466L302
CRMD,CorMedix Inc.,7.92,USD,858557,0.8626087596047394,7.92,USD,3.9929417695991933,Health technology,Biotechnology,1013250.7666666667,621150502,USD,89.81429999999999,78428100,2.3863254188679535,1.9835,USD,,3.535804473304592,0.16,USD,0.342857,USD,21900C308
CRML,Critical Metals Corp.,12.53,USD,10508544,0.4734675799450165,12.53,USD,,Non-energy minerals,Precious metals,16670430.366666667,1529597366.8622568,USD,49.5556,122074810,,-1.4123,USD,26.18126698724649,10.983639265762163,-0.06,USD,-0.04,USD,G2662B103
CRNX,"Crinetics Pharmaceuticals, Inc.",37.48,USD,4707209,3.458763733867626,37.48,USD,,Health technology,Pharmaceuticals: major,1261476.9333333333,3924355916.027592,USD,93.1052,104705000,250.55429243455708,-5.1333,USD,-34.48872121355027,5.7526680896477425,-1.23,USD,-1.230714,USD,22663K107
CRSP,CRISPR Therapeutics AG,54.83,USD,1726557,0.8185384954976892,54.83,USD,,Health technology,Biotechnology,1776826.2,5288287053.403662,USD,92.81360000000001,96448800,1227.1521744479644,-6.2118,USD,-37.55397595163755,5.59052656262226,-1.28,USD,-1.167865,USD,
CRSR,"Corsair Gaming, Inc.",7.88,USD,3991114,4.049385466743533,7.88,USD,94.1457586618877,Technology services,Packaged software,1020577.1333333333,840499244.090268,USD,42.8106,106662000,0.5243587955878288,0.0837,USD,,4.576776649746268,0.27,USD,0.066855,USD,22041X102
CRVS,"Corvus Pharmaceuticals, Inc.",15.55,USD,980326,0.8169369717717138,15.55,USD,,Health technology,Pharmaceuticals: major,1207141.6333333333,1307606100.4900618,USD,76.2353,84090400,,-0.5261,USD,46.52368367554381,7.7787322002756065,-0.15,USD,-0.151857,USD,221015100
CRWD,"CrowdStrike Holdings, Inc.",527.77,USD,4032643,1.677250054620472,527.77,USD,,Technology services,Packaged software,3330576.2666666666,133849908584.24026,USD,96.44510000000001,253614000,27.128612867193635,-0.7398,USD,-781.7640047675804,3.3246625288612432,1.12,USD,1.06904,USD,22788C105
CRWV,"CoreWeave, Inc.",114.15,USD,48178210,1.6428950841535392,114.15,USD,,Technology services,Packaged software,32381525.233333334,62740192153.31768,USD,76.62599999999999,442969360,10.903102771850584,-3.1605,USD,-22.239412105975624,7.5705275014078115,-1.113471,USD,-1.033396,USD,21873S108
CSCO,"Cisco Systems, Inc.",96.57,USD,24615822,1.4219765758281482,96.57,USD,33.970029548332626,Electronic technology,Telecommunications equipment,18253467.666666668,381441188580.02435,USD,99.76429999999999,3949890000,6.217452501100702,2.8428,USD,24.569475483107674,2.209352209352151,1.04,USD,1.035948,USD,17275R102
CSGP,"CoStar Group, Inc.",32.77,USD,7104467,0.9797982845996178,32.77,USD,543.4494195688226,Technology services,Internet software/Services,6370982.766666667,13381816536.320755,USD,98.7313,408356000,4.24447375362701,0.0603,USD,-79.0187891440501,5.233205457953726,0.23,USD,0.285741,USD,22160N109
CSIQ,Canadian Solar Inc.,20.06,USD,5697686,2.0053058714002283,20.06,USD,,Electronic technology,Semiconductors,2596364.8,1360403560.2307692,USD,69.7176,67816700,0.21396559748353297,-1.5423,USD,-411.5757575757576,6.35069790628117,-1.66,USD,-0.819393,USD,136635109
CSTM,Constellium SE,33.88,USD,1896641,0.7290178301852597,33.88,USD,10.93467596178673,Non-energy minerals,Aluminum,2363930.966666667,4612777152.719197,USD,88.0455,136150000,0.5155730164398294,3.0984,USD,585.3351028533509,3.946302074548785,1.962528,USD,0.882117,USD,
CTMX,"CytomX Therapeutics, Inc.",3.98,USD,5021438,1.7539129349873048,3.98,USD,437.3626373626373,Health technology,Pharmaceuticals: major,4151645.2666666666,860385682.855,USD,78.374,216177000,8.933550215876432,0.0091,USD,-97.6838890302876,6.21841349605156,-0.1,USD,-0.094649,USD,23284F105
CTRI,"Centuri Holdings, Inc.",34.53,USD,2448153,1.2151927121584942,34.53,USD,102.03900709219859,Utilities,Gas distributors,1391677.9666666666,3485273716.2812505,USD,85.4327,100934660,1.0730816249317923,0.3384,USD,3122.857142857142,4.894067270696233,-0.02,USD,0.215027,USD,155923105
CTSH,Cognizant Technology Solutions Corporation,51.68,USD,5388016,0.7302467749698388,51.68,USD,11.220634851708715,Technology services,Information technology services,6138933.633333373,24489573888.415863,USD,99.56280000000001,473869000,1.1574035317200781,4.6058,USD,-3.03783078250983,3.3878814683761784,1.4,USD,1.376608,USD,192446102
CVLT,"Commvault Systems, Inc.",105.09,USD,1012293,1.1734616163070444,105.09,USD,66.42857142857143,Technology services,Packaged software,1054002.2666666666,4621268324.686303,USD,98.40910000000001,43974400,3.778463060429678,1.582,USD,-6.229624799952579,4.019214822669056,1.28,USD,1.162941,USD,204166102
CVNA,Carvana Co.,77.94,USD,6919243,0.5018944235169936,77.94,USD,7.823651639714519,Retail trade,Specialty stores,13993895.1,17550210998,USD,94.16499999999999,143258000,0.5260364239410342,9.9621,USD,248.77638903476523,5.1578411965248865,0.349,USD,0.403505,USD,146869102
CVS,CVS Health Corporation,90.55,USD,11133250,1.3994568223276544,90.55,USD,39.76374494993852,Retail trade,Drugstore chains,7763591.2,115535212941.49384,USD,99.845,1275930000,0.2738940638911223,2.2772,USD,-45.60221680760594,2.4542241855327496,2.57,USD,1.82562,USD,126650100
CVX,Chevron Corporation,181.62,USD,11910163,1.2006632086493747,181.62,USD,31.5175704989154,Energy minerals,Integrated oil,11288873.666666666,362401914155.7166,USD,99.52839999999999,1995390000,1.9195112069148152,5.7625,USD,-33.93295269542089,2.090825428288205,1.41,USD,4.658197,USD,166764100
CXM,"Sprinklr, Inc.",5.33,USD,3061052,0.7135612423055698,5.33,USD,60.02252252252252,Technology services,Packaged software,4456679.966666667,1326446883.3009174,USD,79.8819,147705000,1.6060587960802595,0.0888,USD,-80.43190832966064,4.279549718573934,0.13,USD,0.095332,USD,85208T107
CYH,"Community Health Systems, Inc.",2.79,USD,2280149,1.0260884388135072,2.79,USD,0.8148840469653601,Health services,Hospital/Nursing management,1853179.2,393157654.5724138,USD,82.7703,140917000,0.03171505639899113,3.4238,USD,,6.49180747567851,-0.48,USD,-0.106469,USD,203668108
