Symbol,Description,Price,Price - Currency,Volume 1 day,Relative volume 1 day,Price,Price - Currency,Price to earnings ratio,Sector,Industry,Average volume 30 days,Market capitalization,Market capitalization - Currency,Free float %,Total common shares outstanding,Price to sales ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY",Average daily range %,"Earnings per share reported, Quarterly","Earnings per share reported, Quarterly - Currency","Earnings per share estimate, Quarterly","Earnings per share estimate, Quarterly - Currency",CUSIP
KDP,Keurig Dr Pepper Inc.,28.83,USD,9185984,0.7651699241615844,28.83,USD,21.449296927311952,Consumer non-durables,Beverages: non-alcoholic,11615773.599999987,39224929522.728264,USD,95.29939999999999,1360560000,2.29536850802644,1.3441,USD,21.748188405797098,2.8610574302560505,0.39,USD,0.536325,USD,49271V100
KEEL,Keel Infrastructure Corp.,3.97,USD,30734688,0.9563259713367077,3.97,USD,,Technology services,Data processing services,32473143.666666668,2245533074.61596,USD,,565625000,8.501321516684195,-0.5205,USD,-288.43283582089543,6.908960057574694,-0.18,USD,-0.061111,USD,486917107
KEY,KeyCorp,21.6,USD,6498019,0.6382897758152711,21.6,USD,13.230429988974642,Finance,Major banks,12743387.1,23419275869.875515,USD,99.6672,1084230000,3.1323359619952553,1.6326,USD,,2.024900793650923,0.44,USD,0.425018,USD,493267108
KEYS,Keysight Technologies Inc.,360.3,USD,1090508,0.9326091561620982,360.3,USD,65.06428777809882,Electronic technology,Electronic equipment/Instruments,1077837.4,61792351204.61161,USD,99.207,171503000,10.820042275849922,5.5376,USD,58.57052860660903,2.5643134689346407,2.17,USD,2.321366,USD,49338L103
KHC,The Kraft Heinz Company,23.96,USD,13303196,0.8793673740685052,23.96,USD,,Consumer non-durables,Food: major diversified,14267651.333333334,28411230272.32826,USD,99.6616,1185780000,1.1238223289315745,-4.8629,USD,-320.42971760119667,2.206862628189926,0.58,USD,0.528645,USD,500754106
KKR,KKR & Co. Inc.,102.52,USD,4838996,1.1065049764067745,102.52,USD,34.970664483558465,Finance,Investment managers,5202224.633333334,91401795272.29898,USD,76.86079999999998,891551000,4.524577397819731,2.9316,USD,27.090648979060983,3.5324187614958853,1.39,USD,1.401667,USD,48251W104
KLAR,Klarna Group plc,14.5,USD,4463409,1.3275881566549677,14.5,USD,,Commercial services,Miscellaneous commercial services,4653274.233333333,5473864707.608695,USD,38.12970000000001,377507900,1.5836182488458244,-0.7857,USD,-10045.569620253164,4.115123152709543,-0.07,USD,-0.192017,USD,
KLC,"KinderCare Learning Companies, Inc.",3.92,USD,860116,0.980604547818147,3.92,USD,,Consumer services,Other consumer services,1055425.1666666667,464238941,USD,25.7335,118428300,0.1698193444389847,-0.953,USD,-16.5321594521888,7.561406705539358,0.12,USD,-0.007872,USD,49456W105
KMI,"Kinder Morgan, Inc.",31.41,USD,8881698,0.735552498296006,31.41,USD,21.18861305990286,Industrial services,Oil & gas pipelines,12493536.033333333,69881775736.2516,USD,87.2196,2224830000,4.027796921663221,1.4824,USD,28.168770534324732,2.3192113521627746,0.48,USD,0.311664,USD,49456B101
KMX,CarMax Inc,40.34,USD,2312185,0.9200028059432042,40.34,USD,25.336013063685467,Retail trade,Specialty stores,3388802.033333333,5721048004.300177,USD,95.8562,141821000,0.20414759668574367,1.5922,USD,-50.304316614126535,3.6502231036191572,0.34,USD,0.953636,USD,143130102
KOD,Kodiak Sciences Inc,41.01,USD,721187,1.3448891705192445,41.01,USD,,Health technology,Biotechnology,1093209.7,2549004676.7760987,USD,92.31839999999998,62155700,,-4.1742,USD,-15.283915156871405,7.1902323475111025,-0.94,USD,-0.982472,USD,50015M109
KODK,Eastman Kodak Company,11.41,USD,2947478,2.5265235522183382,11.41,USD,,Producer manufacturing,Industrial machinery,1590059.4,1113713711.5307422,USD,64.8411,97608600,1.2892516370439677,-1.6796,USD,-286.6014887234752,7.242519719544263,-0.21,USD,,,277461406
KOPN,Kopin Corporation,5.41,USD,15223759,1.0501273289196063,5.41,USD,383.68794326241135,Electronic technology,Semiconductors,8171293.133333334,991996129.8112031,USD,92.88459999999999,183363000,20.785355010902954,0.0141,USD,,9.49867969368889,0.035,USD,-0.015,USD,500600101
KOS,Kosmos Energy Ltd.,2.75,USD,7733296,0.4183813758478093,2.75,USD,,Energy minerals,Integrated oil,21032868.5,1631270552.1626296,USD,96.06840000000001,593189000,1.0227001463185132,-1.6775,USD,-5869.750889679715,6.23974025974029,-0.07,USD,0.091306,USD,500688106
KR,Kroger Company (The),65.64,USD,3372259,0.7497027819062236,65.64,USD,42.44697361614072,Retail trade,Food retail,4709679.466666667,40209466081.62446,USD,99.07549999999999,612576000,0.2838264856883547,1.5464,USD,-57.94397606744629,2.050687733960073,1.28,USD,1.577497,USD,501044101
KRMN,Karman Holdings Inc.,60.84,USD,1749790,1.0029295936879614,60.84,USD,463.7195121951219,Electronic technology,Aerospace & defense,1750530.8,8062899640.103226,USD,70.2603,132526299.99999999,16.96477454029695,0.1312,USD,36.66666666666668,7.588252559406232,0.11,USD,0.121437,USD,485924104
KSS,Kohl's Corporation,14.5,USD,3819524,1.0092249636957413,14.5,USD,6.183632564288456,Retail trade,Department stores,4071003.8666666667,1627670732.0905921,USD,95.3603,112253000,0.10813099761705393,2.3449,USD,141.49330587023684,5.233940886699431,1.07,USD,-0.208565,USD,500255104
KTOS,"Kratos Defense & Security Solutions, Inc.",57.89,USD,4306322,1.1073177300634778,57.89,USD,342.3418095801301,Electronic technology,Aerospace & defense,3925550.066666667,10855532164.225615,USD,98.2253,187520000,7.225692481628037,0.1691,USD,33.88756927949327,5.990385953655961,0.16,USD,0.159131,USD,50077B207
KULR,"KULR Technology Group, Inc.",2.89,USD,1193687,1.0225773873869783,2.89,USD,,Producer manufacturing,Industrial machinery,1377767.3,133630816.91941391,USD,92.0612,46239000,7.773003847028184,-1.4528,USD,-86.3997947138825,7.219476025704606,-0.97,USD,-0.08,USD,50125G307
KVYO,"Klaviyo, Inc. Series A",15.21,USD,13298533,1.6011711993138045,15.21,USD,,Technology services,Packaged software,5883645.2,4553173764.199746,USD,78.26010000000001,140897020,3.675125672646715,-0.0342,USD,80.41237113402062,7.514980745749799,0.22,USD,0.190639,USD,49845K101
LAB,Standard BioTools Inc.,1.02,USD,1135677,0.46786917425783336,1.02,USD,,Health technology,Medical specialties,2796979.2333333334,398175496.68,USD,95.409,390368000,4.500631847429142,-0.245,USD,31.005350605463256,5.0683403361343515,-0.04,USD,-0.02185,USD,34385P108
LAC,Lithium Americas Corp.,5.57,USD,10953911,0.7185779493177358,5.57,USD,,Non-energy minerals,Other metals/Minerals,10416328.933333328,1942935269.5214012,USD,,,,-0.6198438399999999,USD,-220.1686949642441,6.875737368556059,0.33631989819999997,USD,-0.06991065648,USD,53681J103
LAES,SEALSQ Corp,2.92,USD,10929435,1.267970583696406,2.92,USD,,Electronic technology,Semiconductors,13469021.533333333,672397155.2131147,USD,96.59039999999999,222774000,27.117294453693507,-0.2883,USD,57.7086695027138,8.121575342465745,-0.08,USD,-0.09,USD,G79483106
LAR,Lithium Argentina AG,11.68,USD,3166444,0.9414103298606724,11.68,USD,,Non-energy minerals,Other metals/Minerals,3808875.1666666665,1913184059.3389068,USD,84.3755,163800000,,-0.46815977999999997,USD,-421.0426377929489,5.252018101761251,-0.0035,USD,0.126973,USD,
LASR,"nLIGHT, Inc.",73.91,USD,3785325,3.4319370673954626,73.91,USD,,Electronic technology,Semiconductors,1377782.8,4123536672.4671397,USD,93.3664,55791300,13.696191558878413,-0.2948,USD,74.13581330057906,7.347633221872199,0.2,USD,0.141111,USD,65487K100
LCID,"Lucid Group, Inc.",6.34,USD,12902869,0.6723771869729074,6.34,USD,,Consumer durables,Motor vehicles,18447273.466666665,2474228224.1289253,USD,33.2905,330145000,1.4174418619447378,-13.1869,USD,-8.475231561456333,6.59891843172592,-2.82,USD,-2.306667,USD,549498202
LCTX,"Lineage Cell Therapeutics, Inc.",1.37,USD,1162470,0.8015373918396492,1.37,USD,,Health technology,Biotechnology,1163751.6666666667,341249910,USD,94.87929999999999,249088000,22.882444859164625,-0.2784,USD,-186.41975308641975,5.780500521376363,0.004,USD,-0.02,USD,53566P109
LEGN,Legend Biotech Corporation,28.12,USD,2600481,1.063407565489598,28.12,USD,,Health technology,Pharmaceuticals: major,2381895.566666667,5283826725,USD,96.35229999999973,184943184.5,5.12145517269788,-1.6159,USD,-66.81119025498089,5.921128835602203,-0.08,USD,0.012289,USD,52490G102
LEN,Lennar Corporation,88.38,USD,1501471,0.6373238486054329,88.38,USD,12.701195677167163,Consumer durables,Homebuilding,2922369.8,21672123699.307045,USD,98.0097,215244000,0.6476538570436697,6.9584,USD,-49.33080900021845,3.061350337826761,0.93,USD,1.256002,USD,526057104
LFST,"LifeStance Health Group, Inc.",7.7,USD,24975415,2.934890658954674,7.7,USD,130.06756756756755,Health services,Medical/Nursing services,4632542.966666667,2986273401.367232,USD,47.3024,387828000,2.3391185791190847,0.0592,USD,,4.191001855287656,0.04,USD,0.019861,USD,53228F101
LIDR,"AEye, Inc.",1.99,USD,1101755,0.09136970961623121,1.99,USD,,Technology services,Packaged software,4590494.266666667,90238373.64021166,USD,95.7043,45345900,360.5943410729611,-1.4077,USD,70.1385206083876,10.208183776023,-0.15,USD,-0.135,USD,008183204
LION,Lionsgate Studios Corp,12.24,USD,3255660,0.9553721260793296,12.24,USD,,Consumer services,Movies/Entertainment,3446832.2333333334,3551892044.8012924,USD,67.93430000000001,290187260,1.2845080500894455,-0.8751,USD,-35.23412146499768,4.294992997199001,0.01,USD,0.240582,USD,53626N102
LITE,Lumentum Holdings Inc.,903.8,USD,6696271,1.0914940811499527,903.8,USD,167.74001967298307,Producer manufacturing,Electrical products,6003097.133333334,70315644104.96,USD,96.3321,77800000,34.50658897283391,5.3881,USD,,7.543793664843726,2.37,USD,2.950563,USD,55024U109
LLY,Eli Lilly and Company,948.45,USD,3228057,0.8012565207986063,948.45,USD,34.14023973219107,Health technology,Pharmaceuticals: major,3269371.8,893194645310.264,USD,90.00429999999999,941741000,12.089587664966535,27.781,USD,130.14091274344932,2.734498392113481,8.55,USD,8.785395,USD,532457108
LMND,"Lemonade, Inc.",55.01,USD,1580243,0.7277760883380625,55.01,USD,,Finance,Property/Casualty insurance,1771416.2,4225911434.848245,USD,86.8605,76820800,5.726496625037914,-1.8583,USD,38.73466965580904,6.7317630560677815,-0.47,USD,-0.5627,USD,52567D107
LMT,Lockheed Martin Corporation,506.51,USD,1291928,0.731954903852762,506.51,USD,24.530111146088096,Electronic technology,Aerospace & defense,1473043.8666666667,116782769951.33784,USD,99.92000000000002,230564000,1.5766776422655973,20.6485,USD,-10.80754195373751,2.7586763200273725,6.44,USD,7.200334,USD,539830109
LNG,"Cheniere Energy, Inc.",240.11,USD,2659343,1.0844433885500322,240.11,USD,39.30301839848098,Industrial services,Oil & gas pipelines,2795148.8333333335,50455971254.56735,USD,99.37750000000001,210137000,2.478987831066572,6.1092,USD,-55.368531790387266,2.8067879602801344,4.765677,USD,2.956304,USD,16411R208
LOCL,Local Bounti Corporation,1.53,USD,48156,0.41320583753209134,1.53,USD,,Finance,Financial conglomerates,2924795.3333333335,34809482.221518986,USD,100,22751300,0.7451015713842652,-7.5057,USD,46.804680468046804,20.267507002801356,-0.38,USD,-0.53,USD,53960E205
LODE,Comstock Inc.,2.94,USD,4042285,5.024672859928658,2.94,USD,,Process industries,Chemicals: specialty,1069890.7666666673,217851480.50909096,USD,98.43990000000001,74099100,110.12804576662577,-1.2069,USD,59.21946274708565,5.480320699708397,-0.14,USD,-0.13,USD,205750409
LPTH,"LightPath Technologies, Inc.",11.51,USD,5670690,1.487425075816661,11.51,USD,,Electronic technology,Electronic components,2869026.466666667,664226005.1354946,USD,94.9854,57708600,10.710815753917394,-0.5181,USD,-119.81332201951633,12.643167432046612,-0.07,USD,-0.0125,USD,532257805
LQDA,Liquidia Corporation,42.3,USD,1504113,1.7865352870036235,42.3,USD,,Health technology,Pharmaceuticals: major,1052097.2333333334,3727240420.614948,USD,78.89769999999999,88114400,26.719234830722552,-0.8317,USD,49.812937484914315,3.8926713947990703,0.15,USD,0.369033,USD,53635D202
LRCX,Lam Research Corporation,294.05,USD,8974525,0.8726475543528501,294.05,USD,55.50102867065552,Producer manufacturing,Industrial machinery,9433675.866666608,367730401659.18823,USD,99.6611,1250570000,16.615226195003242,5.2981,USD,47.59583240472476,3.89085675419628,1.47,USD,1.664497,USD,512807306
LRMR,"Larimar Therapeutics, Inc.",3.97,USD,1491960,0.8660822196448039,3.97,USD,,Health technology,Biotechnology,1456424.3999999985,412415249.96500003,USD,48.35549999999999,103883000,,-2.2074,USD,-68.86474908200734,6.378013673983533,-0.73,USD,-0.531639,USD,517125100
LSCC,Lattice Semiconductor Corporation,127.19,USD,2760983,0.8855026480412551,127.19,USD,895.7042253521128,Electronic technology,Semiconductors,2089305,17426029228.48282,USD,99.09400000000001,137008000,29.120882773615076,0.142,USD,-61.776581426648725,4.935596913503998,0.41,USD,0.443846,USD,518415104
LTH,"Life Time Group Holdings, Inc.",31.93,USD,8677660,2.368492024558933,31.93,USD,18.75146817007282,Consumer services,Other consumer services,2700873.533333333,7107705102.73874,USD,64.0392,222602740,2.3788007917050322,1.7028,USD,77.70820288040076,4.404366695002456,0.39,USD,0.37032,USD,53190C102
LU,Lufax Holding Ltd,1.95,USD,726079,0.6726843438636508,1.95,USD,,Finance,Finance/Rental/Leasing,1296887.7,2331859710.99543,USD,99.96300000000001,838536470.5,0.40622106027498117,-0.3375,USD,55.714473166251146,3.297435897436035,,,,,54975P201
LULU,lululemon athletica inc.,131.18,USD,2076515,0.6107837362040422,131.18,USD,9.86456711861093,Consumer non-durables,Apparel/Footwear,2871923.8666666667,15835350454.4936,USD,90.5856,110483000,1.4101393943760927,13.2981,USD,-8.88716838412629,3.6934364994662197,5.01,USD,1.68709,USD,550021109
LUMN,"Lumen Technologies, Inc.",8.48,USD,12060131,0.9075843463870163,8.48,USD,,Communications,Major telecommunications,14141288.166666666,8737037617.79669,USD,91.59230000000001,1030310000,0.697303231289708,-1.7458,USD,-452.1189120809614,6.933709568733177,-0.47,USD,-0.132081,USD,550241103
LUNR,"Intuitive Machines, Inc.",28.97,USD,16194940,1.6668854880113282,28.97,USD,,Electronic technology,Aerospace & defense,14631832.2,6297789561.654914,USD,73.19290000000001,159961850,13.412722980603279,-0.7255,USD,84.62891162948367,8.656664529809165,-0.28,USD,-0.042732,USD,46125A100
LUV,Southwest Airlines Company,41.31,USD,4935694,0.6879016890747763,41.31,USD,26.318807339449542,Transportation,Airlines,7603117.633333334,20191241751.603767,USD,98.9391,488774000,0.7207855560171722,1.5696,USD,86.39116494478093,3.6804129059031223,0.45,USD,0.472983,USD,844741108
LWLG,"Lightwave Logic, Inc.",16.43,USD,10441866,1.0516405334534702,16.43,USD,,Process industries,Chemicals: specialty,8988284.8,2474533810.4202366,USD,98.82300000000001,150611000,8553.882427533434,-0.1523,USD,18.512573568753353,12.32205895139551,,,,,532275104
LX,LexinFintech Holdings Ltd.,2.09,USD,871890,0.7643713812706086,2.09,USD,1.5977371760568762,Finance,Finance/Rental/Leasing,1484191.1,345051876,USD,100,131829802,0.1949070053436401,1.3081,USD,45.66815144766147,3.7012987012982044,0.0886352,USD,,,528877103
LXRX,"Lexicon Pharmaceuticals, Inc.",2,USD,6978231,3.6867441579349336,2,USD,,Health technology,Pharmaceuticals: major,2168504.566666667,847361240.4761906,USD,51.994600000000005,423681000,9.65500050256309,-0.0715,USD,86.10301263362487,5.857142857142906,0,USD,-0.046838,USD,528872302
LYB,LyondellBasell Industries NV,71.76,USD,3706998,0.5566687769134933,71.76,USD,,Process industries,Chemicals: specialty,7312290.733333333,23163037224.919594,USD,79.6794,322785000,0.7781467506653638,-2.4919,USD,-177.06509973712693,3.658016802038501,0.49,USD,3.193463,USD,
LYFT,"Lyft, Inc.",14.35,USD,28415776,2.147211586957684,14.35,USD,2.0167807400952875,Transportation,Other transportation,13859680.066666666,5581076580.476695,USD,95.2935,388925000,0.8745718872696661,7.1153,USD,5139.543446244477,3.7598307615729696,0.04,USD,0.147504,USD,55087P104
LZ,"LegalZoom.com, Inc.",6.13,USD,3461613,1.3880663393452575,6.13,USD,98.71175523349436,Technology services,Internet software/Services,2669172.3666666667,1052200836.2602965,USD,65.5188,171648000,1.3780295210808071,0.0621,USD,-63.76896149358227,4.793637846655457,0.12,USD,0.155276,USD,52466B103
MA,Mastercard Incorporated,495.48,USD,4142636,0.9594203193249012,495.48,USD,28.675270559638868,Finance,Finance/Rental/Leasing,3648867.399999955,438022285703.8187,USD,99.7434,877036000,13.15317318435755,17.279,USD,21.205106621773286,2.3096276049775475,4.6,USD,4.773098,USD,57636Q104
MARA,"MARA Holdings, Inc.",12.94,USD,48232453,1.065503576490253,12.94,USD,,Technology services,Data processing services,45213913.666666664,4920235898.231496,USD,97.63470000000001,380235000,5.300800675344197,-3.9593,USD,-388.55768529990524,5.746301611834799,-4.52,USD,-1.510253,USD,565788106
MAT,"Mattel, Inc.",15.39,USD,6535295,1.3138841816028048,15.39,USD,9.711617340821608,Consumer durables,Recreational products,4675003.633333334,4472334094.392,USD,99.0718,290600000,0.8386305184365073,1.5847,USD,2.0938023450586245,3.4205885083077474,-0.2,USD,0.072171,USD,577081102
MBC,"MasterBrand, Inc.",7.61,USD,3893502,1.231153612318575,7.61,USD,,Consumer durables,Home furnishings,2400084.933333333,973962799.1879795,USD,97.45660000000001,127984590,0.37032016045164234,-0.0233,USD,-102.99639917695474,5.373099305425084,0.06,USD,0.1,USD,57638P104
MBLY,Mobileye Global Inc.,9.19,USD,3948953,0.6654843744128072,9.19,USD,,Technology services,Packaged software,6486582.733333333,7739690493.153326,USD,86.5827,244418120,3.598207547163808,-5.0297,USD,-37.13872832369942,4.110679309808949,0.12,USD,0.055565,USD,60741F104
MBOT,Microbot Medical Inc.,2.13,USD,946899,0.9029089164280585,2.13,USD,,Health technology,Biotechnology,1446558.9666666666,143046655,USD,90.8588,67158000,,-0.3055,USD,58.10477235326385,4.090543259557366,-0.05,USD,-0.08,USD,59503A204
MCD,McDonald's Corporation,275.75,USD,6019641,1.3840988369887295,275.75,USD,22.731207082739118,Consumer services,Restaurants,3484862.933333333,196010729258.9373,USD,99.9545,710828000,7.375207680536325,12.1309,USD,7.012173606210305,2.069454733842743,2.83,USD,3.359714,USD,580135101
MCHP,Microchip Technology Incorporated,99.09,USD,18559890,1.62814593256734,99.09,USD,458.9624826308476,Electronic technology,Semiconductors,10101730.033333333,53621111419.564674,USD,98.0584,541135000,11.808720799473807,0.2159,USD,,4.015101711286982,0.57,USD,0.686719,USD,595017104
MDB,"MongoDB, Inc.",299.47,USD,1810906,1.200388757891756,299.47,USD,,Technology services,Packaged software,1572977,24068261882.92018,USD,95.9954,80369500,10.296472970078293,-0.8895,USD,50.323913771920026,4.172635942546103,1.65,USD,1.186156,USD,60937P106
MDT,Medtronic plc.,76.15,USD,9016557,0.9025056256478977,76.15,USD,21.259073143495257,Health technology,Medical specialties,8912467.466666667,97767842345.61186,USD,99.9122,1283890000,2.8331713778429135,3.582,USD,8.87207075772773,2.3309539442833005,1.36,USD,1.540027,USD,
META,"Meta Platforms, Inc.",609.63,USD,13401636,0.6855945139653594,609.63,USD,22.163044505682272,Technology services,Internet software/Services,17516158.866666667,1547268617269.2085,USD,99.82409999999999,2196050000,7.357118188330956,27.5066,USD,7.29342195593833,2.3240818201204454,10.44,USD,7.202836,USD,30303M102
METC,"Ramaco Resources, Inc.",14.81,USD,940734,0.8669199292408057,14.81,USD,,Energy minerals,Coal,1514930,948630234.3263372,USD,84.3166,55963500,1.8212438745811723,-0.8776,USD,-553.5400516795864,5.907687855695847,-0.26,USD,-0.205044,USD,75134P600
MGNI,"Magnite, Inc.",14.13,USD,4259406,1.6136976115876918,14.13,USD,13.645581844519555,Technology services,Packaged software,2292326.5666666655,2023627898.5264287,USD,97.2979,143215000,2.8691016437548527,1.0355,USD,422.1886031265759,4.502375897280244,0.13,USD,0.248571,USD,55955D100
MGY,Magnolia Oil & Gas Corporation,27.8,USD,2916910,1.1799388192756093,27.8,USD,16.125290023201856,Energy minerals,Oil & gas production,2344506.1,5314787910.564832,USD,97.89670000000001,185656000,3.9084036334877212,1.724,USD,-14.471399513816536,2.7183967112027143,0.542368,USD,0.857777,USD,559663109
MIR,"Mirion Technologies, Inc.",18.99,USD,3113742,0.7046363618959195,18.99,USD,201.1652542372881,Electronic technology,Aerospace & defense,3527417.6,4757379945.088101,USD,96.45009999999999,244656000,4.925682212028549,0.0944,USD,,5.128488678251752,0.1,USD,0.107489,USD,60471A101
MIST,Milestone Pharmaceuticals Inc.,1.92,USD,601534,0.6907781902818112,1.92,USD,,Health technology,Pharmaceuticals: major,2241121.7333333334,225921165.2063492,USD,98.97230000000002,117667000,129.87496129295687,-0.796,USD,-10.203516544372143,5.486979166666658,-0.16,USD,0.19,USD,59935V107
MKSI,MKS Inc.,313.21,USD,1729393,1.1886863326981139,313.21,USD,65.4675807867564,Producer manufacturing,Industrial machinery,1187417.2333333334,21085828195.027058,USD,99.4249,67321700,5.252006139489198,4.7842,USD,42.58210645526615,5.317630343858735,2.3,USD,2.952097,USD,55306N104
MNDY,monday.com Ltd.,72.07,USD,2577533,1.9375367206428797,72.07,USD,32.16549138623582,Technology services,Packaged software,1524659.0666666667,3687160268.3417983,USD,80.8066,51160800,3.2818170108653915,2.2406,USD,270.4083319556952,4.992923546551764,1.04,USD,0.932202,USD,
MNKD,MannKind Corporation,3.52,USD,9531713,1.1721838833120004,3.52,USD,,Health technology,Pharmaceuticals: major,5440476,1087504565.1830986,USD,95.84620000000001,308950000,3.0332578031670105,-0.078,USD,-178.23470411233703,6.391842532467503,-0.05,USD,-0.01,USD,56400P706
MNR,Mach Natural Resources LP,13.75,USD,1042935,1.941300931379949,13.75,USD,13.076557299096528,Energy minerals,Integrated oil,1076088.1333333333,2313008075.3983307,USD,22.988400000000002,168218770,2.026292143047123,1.0515,USD,-44.423890063424935,2.326909090909145,0.43,USD,0.399087,USD,55445L100
MNST,Monster Beverage Corporation,86.29,USD,15282720,3.4955389491096533,86.29,USD,41.876152576919345,Consumer non-durables,Beverages: non-alcoholic,4967034.299999986,84383510601.64685,USD,71.5364,977906000,8.538304486393612,2.0606,USD,36.0401399617086,2.079366918861686,0.58,USD,0.581376,USD,61174X109
MNTS,Momentus Inc.,5.46,USD,4425741,3.386005659688507,5.46,USD,,Electronic technology,Aerospace & defense,2979289.6333333314,31285829.71428571,USD,99.345,5730010,8.603707378378378,-73.6793,USD,83.93055613715515,15.224228152799558,,,,,60879E408
MO,"Altria Group, Inc.",68.12,USD,7321541,0.6192049446267773,68.12,USD,14.238535178295223,Consumer non-durables,Tobacco,9425652.966666747,113752992461.09734,USD,99.8529,1669890000,5.662789625925363,4.7842,USD,-19.928367001958186,2.2633273215335032,1.32,USD,1.486778,USD,02209S103
MOH,Molina Healthcare Inc,185.94,USD,1534626,1.1825569258664341,185.94,USD,54.8398513537427,Health services,Managed health care,1295096.8,9687474024.229866,USD,98.50750000000001,52100000,0.21702861896838596,3.3906,USD,-83.62203050883481,4.423266337835337,2.35,USD,1.473926,USD,60855R100
MOS,Mosaic Company (The),22.19,USD,9551425,1.2296956680486986,22.19,USD,13.153526970954356,Process industries,Chemicals: agricultural,8366953.1,7053017098.121345,USD,99.5959,317847000,0.6033349374398463,1.687,USD,206.67151427013272,3.432434172407308,0.22,USD,0.244889,USD,61945C103
MP,MP Materials Corp.,67.43,USD,11544611,1.9295686873383002,67.43,USD,,Non-energy minerals,Other metals/Minerals,6081368.7,11980115674.08665,USD,80.8869,177667000,35.407333284527674,-0.4246,USD,33.29143754909662,7.106766805787966,0.03,USD,0.040091,USD,553368101
MQ,"Marqeta, Inc.",4.17,USD,3627613,0.8777739909452358,4.17,USD,772.2222222222222,Commercial services,Miscellaneous commercial services,3298314.3666666667,1768205569.7470164,USD,88.1109,392068000,2.7879640858244783,0.0054,USD,-94.6161515453639,4.123329907502538,0.02,USD,0.001943,USD,57142B104
MRAM,"Everspin Technologies, Inc.",26.99,USD,4976958,1.381231029421274,26.99,USD,2726.262626262626,Electronic technology,Semiconductors,1616288,632850096.6173872,USD,80.1888,23447600,8.741295501088949,0.0099,USD,,8.254882760810894,-0.01,USD,-0.01,USD,30041T104
MRK,"Merck & Company, Inc.",111.38,USD,5703239,0.6174968025335126,111.38,USD,31.346391984689856,Health technology,Pharmaceuticals: major,9131991.800000008,275089056152.39185,USD,99.81519999999999,2469820000,4.237800540400257,3.5532,USD,-48.270440251572325,2.358297206474603,-1.28,USD,2.108441,USD,58933Y105
MRLN,"Merlin, Inc.",8.23,USD,1280212,0.9956512024347107,8.23,USD,45.77308120133482,Technology services,Packaged software,1481972.7,695801728.2057762,USD,10.1618,84544556,,0.1798,USD,,17.48967193195614,-0.14,USD,-0.1,USD,590106100
MRNA,"Moderna, Inc.",54.35,USD,20754966,3.381847402876255,54.35,USD,,Health technology,Biotechnology,6436989.6,21565333359.31706,USD,91.5238,396786000,8.617213483146074,-8.1462,USD,6.610262759664318,6.208660796425341,-3.4,USD,-2.059526,USD,60770K107
MRVI,"Maravai LifeSciences Holdings, Inc.",4.85,USD,11205524,6.450773601847972,4.85,USD,,Health technology,Biotechnology,2252692.3666666667,1246775761.2055838,USD,71.4857,146383000,2.8179477360425835,-0.7226,USD,37.08862963607871,4.668777614138462,0.01,USD,-0.044235,USD,56600D107
MRVL,"Marvell Technology, Inc.",170.13,USD,20526175,0.8817947276359243,170.13,USD,55.0404399870592,Electronic technology,Semiconductors,27665589.933333334,148771577296.9304,USD,99.49910000000001,874458000,16.718395284699675,3.091,USD,,5.262370792083313,0.8,USD,0.794673,USD,573874104
MRX,Marex Group plc,56.51,USD,1261691,1.1980830913632,56.51,USD,13.060460386428767,Technology services,Internet software/Services,1374470.8,4064813550.1860056,USD,83.17569999999999,71930870,0.9650288632419263,4.3268,USD,,4.000771039259697,1.48,USD,1.219378,USD,
MSFT,Microsoft Corporation,415.12,USD,33193712,0.9529427947875121,415.12,USD,24.724093364542203,Technology services,Packaged software,34266849.1,3083691678312.5933,USD,98.4721,7428430000,9.84259629311942,16.7901,USD,29.74746147782946,2.309272017729787,4.27,USD,4.245335,USD,594918104
MSTR,Strategy Inc,187.59,USD,15826054,1.0243614072451128,187.59,USD,,Technology services,Internet software/Services,18410723.8,64947715096.88367,USD,99.8172,326582000,122.43594672843116,-40.1587,USD,-84.12300328277735,4.651237882007145,-38.25,USD,24.075314,USD,594972408
MTSI,"MACOM Technology Solutions Holdings, Inc.",359.88,USD,1754759,1.3337973507982677,359.88,USD,156.0353798126951,Electronic technology,Semiconductors,1129922.4333333333,26995308046.827763,USD,89.3955,75012000,24.878909282409712,2.3064,USD,,4.1590986678099195,1.09,USD,1.319133,USD,55405Y100
MU,"Micron Technology, Inc.",746.81,USD,64112885,1.4308572538440998,746.81,USD,35.25798699796518,Electronic technology,Semiconductors,46083880.03333333,842203041463.6254,USD,99.54260000000001,1127730000,12.705852819215748,21.1813,USD,409.11691183540046,4.516816287179556,12.2,USD,19.30812,USD,595112103
MUX,McEwen Inc.,24.23,USD,1660575,1.4194835296485986,24.23,USD,22.093553387435033,Non-energy minerals,Precious metals,1042614.9333333333,1447502221.930282,USD,85.56580000000001,59740100,7.17794324858206,1.0967,USD,,5.151612522846582,0.56,USD,0.413333,USD,58039P305
MVST,"Microvast Holdings, Inc.",2.13,USD,7338364,2.979686553984772,2.13,USD,,Producer manufacturing,Electrical products,3152060.6333333333,707230132.2222223,USD,62.3746,332033000,1.491734922880075,-0.1183,USD,82.89473684210526,6.6398390342051705,-0.11,USD,0,USD,59516C106
